Algorithm,Score,Extra Training Data,Paper title,Date,Game
DQN noop,978.0,False,,2015-09-22,amidar
DDQN+Pop-Art noop,782.5,False,,2016-02-24,amidar
Nature DQN,739.5,False,,,amidar
POP3D,729.15,False,,2018-07-02,amidar
VPN,641,False,,2017-07-11,amidar
A3C FF (1 day) hs,283.9,False,,2016-02-04,amidar
A3C FF hs,263.9,False,,2016-02-04,amidar
Rainbow+SEER,250.5,False,,2021-03-04,amidar
Prior+Duel hs,238.4,False,,2015-09-22,amidar
Prior+Duel hs,238.4,False,,2015-11-20,amidar
CURL,232.3,False,,2020-04-08,amidar
CGP,199,False,,2018-06-14,amidar
Gorila,189.2,False,,2015-07-15,amidar
SARSA,183.6,False,,,amidar
UCT,180.3,False,,2012-07-19,amidar
DQN hs,178.4,False,,2015-09-22,amidar
A3C LSTM hs,173.0,False,,2016-02-04,amidar
Duel hs,172.7,False,,2015-11-20,amidar
DDQN (tuned) hs,169.1,False,,2015-09-22,amidar
Prior hs,129.1,False,,2015-11-18,amidar
ES FF (1 hour) noop,112.0,False,,2017-03-10,amidar
Best Learner,103.4,False,,2012-07-19,amidar
SAC,7.9,False,,2019-10-16,amidar
MuZero,678558.64,False,,2019-11-19,asteroids
MuZero (Res2 Adam),476412,False,,2021-04-13,asteroids
R2D2,357867.7,False,,2019-05-01,asteroids
Ape-X,155495.1,False,,2018-03-02,asteroids
Agent57,150854.61,False,,2020-03-30,asteroids
IMPALA (deep),108590.05,False,,2018-02-05,asteroids
NoisyNet-Dueling,86700,False,,2017-06-30,asteroids
CGP,9412,False,,2018-06-14,asteroids
A3C LSTM hs,5093.1,False,,2016-02-04,asteroids
UCT,4660.6,False,,2012-07-19,asteroids
FQF,4553.0,False,,2019-11-05,asteroids
A3C FF hs,4474.5,False,,2016-02-04,asteroids
QR-DQN-1,4226,False,,2017-10-27,asteroids
Reactor 500M,3726.1,False,,2017-04-15,asteroids
A3C FF (1 day) hs,3009.4,False,,2016-02-04,asteroids
IQN,2898,False,,2018-06-14,asteroids
DDQN+Pop-Art noop,2869.3,False,,2016-02-24,asteroids
Duel noop,2837.7,False,,2015-11-20,asteroids
Prior noop,2654.3,False,,2015-11-18,asteroids
POP3D,2488.1,False,,2018-07-02,asteroids
A2C + SIL,2259.4,False,,2018-06-14,asteroids
Duel hs,2035.4,False,,2015-11-20,asteroids
Advantage Learning,1924.42,False,,2015-12-15,asteroids
Prior hs,1745.1,False,,2015-11-18,asteroids
Persistent AL,1673.52,False,,2015-12-15,asteroids
Nature DQN,1629.0,False,,,asteroids
ES FF (1 hour) noop,1562.0,False,,2017-03-10,asteroids
C51 noop,1516.0,False,,2017-07-21,asteroids
DQN hs,1458.7,False,,2015-09-22,asteroids
DQN noop,1364.5,False,,2015-09-22,asteroids
DDQN (tuned) hs,1193.2,False,,2015-09-22,asteroids
Prior+Duel noop,1192.7,False,,2015-11-20,asteroids
Bootstrapped DQN,1032,False,,2016-02-15,asteroids
Prior+Duel hs,1021.9,False,,2015-09-22,asteroids
Gorila,933.6,False,,2015-07-15,asteroids
Best Learner,907.3,False,,2012-07-19,asteroids
DreamerV2,897,False,,2020-10-05,asteroids
DDQN (tuned) noop,734.7,False,,2015-11-20,asteroids
SARSA,89.0,False,,,asteroids
MuZero,143972.03,False,,2019-11-19,assault
R2D2,108197.0,False,,2019-05-01,assault
Agent57,67212.67,False,,2020-03-30,assault
MuZero (Res2 Adam),33292.22,False,,2021-04-13,assault
IQN,29091,False,,2018-06-14,assault
Ape-X,24559.4,False,,2018-03-02,assault
QR-DQN-1,22012,False,,2017-10-27,assault
IMPALA (deep),19148.47,False,,2018-02-05,assault
A3C LSTM hs,14497.9,False,,2016-02-04,assault
DreamerV2,13432,False,,2020-10-05,assault
Prior+Duel noop,11477.0,False,,2015-11-20,assault
NoisyNet-Dueling,11231,False,,2017-06-30,assault
Prior+Duel hs,10950.6,False,,2015-09-22,assault
Prior+Duel hs,10950.6,False,,2015-11-20,assault
DDQN+Pop-Art noop,9011.6,False,,2016-02-24,assault
Reactor 500M,8323.3,False,,2017-04-15,assault
Bootstrapped DQN,8047.1,False,,2016-02-15,assault
Prior noop,7672.1,False,,2015-11-18,assault
C51 noop,7203.0,False,,2017-07-21,assault
Prior hs,6548.9,False,,2015-11-18,assault
DDQN (tuned) hs,6060.8,False,,2015-09-22,assault
A3C FF hs,5474.9,False,,2016-02-04,assault
POP3D,5400.13,False,,2018-07-02,assault
DDQN (tuned) noop,5393.2,False,,2015-11-20,assault
Duel noop,4621.0,False,,2015-11-20,assault
DQN noop,4280.4,False,,2015-09-22,assault
Duel hs,3994.8,False,,2015-11-20,assault
A3C FF (1 day) hs,3746.1,False,,2016-02-04,assault
Advantage Learning,3661.51,False,,2015-12-15,assault
DQN hs,3489.3,False,,2015-09-22,assault
Nature DQN,3359.0,False,,,assault
Persistent AL,3304.33,False,,2015-12-15,assault
A2C + SIL,1812,False,,2018-06-14,assault
ES FF (1 hour) noop,1673.9,False,,2017-03-10,assault
UCT,1512.2,False,,2012-07-19,assault
Gorila,1195.8,False,,2015-07-15,assault
CGP,890.4,False,,2018-06-14,assault
Best Learner,628,False,,2012-07-19,assault
CURL,543.7,False,,2020-04-08,assault
SARSA,537.0,False,,,assault
SAC,350,False,,2019-10-16,assault
R2D2,233413.3,False,,2019-05-01,kung fu master
Agent57,206845.82,False,,2020-03-30,kung fu master
MuZero,204824.00,False,,2019-11-19,kung fu master
MuZero (Res2 Adam),116726.96,False,,2021-04-13,kung fu master
FQF,111138.5,False,,2019-11-05,kung fu master
Ape-X,97829.5,False,,2018-03-02,kung fu master
QR-DQN-1,76642,False,,2017-10-27,kung fu master
IQN,73512,False,,2018-06-14,kung fu master
CGP,57400,False,,2018-06-14,kung fu master
UCT,48854.5,False,,2012-07-19,kung fu master
Prior+Duel noop,48375.0,False,,2015-11-20,kung fu master
C51 noop,48192.0,False,,2017-07-21,kung fu master
IMPALA (deep),43375.50,False,,2018-02-05,kung fu master
NoisyNet-Dueling,41672,False,,2017-06-30,kung fu master
A3C LSTM hs,40835.0,False,,2016-02-04,kung fu master
Prior noop,39581.0,False,,2015-11-18,kung fu master
Prior+Duel hs,37484.0,False,,2015-09-22,kung fu master
Bootstrapped DQN,36733.3,False,,2016-02-15,kung fu master
Persistent AL,34650.91,False,,2015-12-15,kung fu master
A2C + SIL,34449.2,False,,2018-06-14,kung fu master
DDQN+Pop-Art noop,34393.0,False,,2016-02-24,kung fu master
Duel noop,34294.0,False,,2015-11-20,kung fu master
POP3D,33728,False,,2018-07-02,kung fu master
DreamerV2,32625,False,,2020-10-05,kung fu master
Advantage Learning,32182.99,False,,2015-12-15,kung fu master
Prior hs,31676.0,False,,2015-11-18,kung fu master
DDQN (tuned) hs,30207.0,False,,2015-09-22,kung fu master
DDQN (tuned) noop,29710.0,False,,2015-11-20,kung fu master
SARSA,29151.0,False,,,kung fu master
A3C FF hs,28819.0,False,,2016-02-04,kung fu master
DQN noop,26059.0,False,,2015-09-22,kung fu master
Duel hs,24288.0,False,,2015-11-20,kung fu master
Nature DQN,23270.0,False,,,kung fu master
DQN hs,20882.0,False,,2015-09-22,kung fu master
Gorila,20620.0,False,,2015-07-15,kung fu master
Best Learner,19544,False,,2012-07-19,kung fu master
CURL,14280,False,,2020-04-08,kung fu master
A3C FF (1 day) hs,3046.0,False,,2016-02-04,kung fu master
C51 noop,3454.0,False,,2017-07-21,enduro
MuZero,2382.44,False,,2019-11-19,enduro
R2D2,2372.7,False,,2019-05-01,enduro
Agent57,2367.71,False,,2020-03-30,enduro
MuZero (Res2 Adam),2365.81,False,,2021-04-13,enduro
IQN,2359,False,,2018-06-14,enduro
QR-DQN-1,2355,False,,2017-10-27,enduro
DreamerV2,2316,False,,2020-10-05,enduro
Prior+Duel noop,2306.4,False,,2015-11-20,enduro
Duel noop,2258.2,False,,2015-11-20,enduro
Reactor 500M,2224.2,False,,2017-04-15,enduro
Prior+Duel hs,2223.9,False,,2015-09-22,enduro
Ape-X,2177.4,False,,2018-03-02,enduro
Prior noop,2093.0,False,,2015-11-18,enduro
Duel hs,2077.4,False,,2015-11-20,enduro
NoisyNet-Dueling,2013,False,,2017-06-30,enduro
DDQN+Pop-Art noop,2002.1,False,,2016-02-24,enduro
Prior hs,1831.0,False,,2015-11-18,enduro
Bootstrapped DQN,1591,False,,2016-02-15,enduro
Persistent AL,1343.1,False,,2015-12-15,enduro
Advantage Learning,1252.7,False,,2015-12-15,enduro
DDQN (tuned) hs,1216.6,False,,2015-09-22,enduro
DDQN (tuned) noop,1211.8,False,,2015-11-20,enduro
A2C + SIL,1205.1,False,,2018-06-14,enduro
Rational DQN Average,1043,False,,2021-02-18,enduro
Recurrent Rational DQN Average,957,False,,2021-02-18,enduro
DQN noop,729.0,False,,2015-09-22,enduro
DQN Best,661,False,,2013-12-19,enduro
DQN hs,626.7,False,,2015-09-22,enduro
POP3D,459.85,False,,2018-07-02,enduro
VPN,382,False,,2017-07-11,enduro
Nature DQN,301.8,False,,,enduro
UCT,286.3,False,,2012-07-19,enduro
SARSA,159.4,False,,,enduro
Best Learner,129.1,False,,2012-07-19,enduro
ES FF (1 hour) noop,95.0,False,,2017-03-10,enduro
Gorila,71.0,False,,2015-07-15,enduro
CGP,56.8,False,,2018-06-14,enduro
SAC,0.8,False,,2019-10-16,enduro
IMPALA (deep),0.00,False,,2018-02-05,enduro
A3C FF (1 day) hs,-82.2,False,,2016-02-04,enduro
A3C FF hs,-82.5,False,,2016-02-04,enduro
A3C LSTM hs,-82.5,False,,2016-02-04,enduro
CGP,993010,False,,2018-06-14,defender
MuZero,839642.95,False,,2019-11-19,defender
Agent57,677642.78,False,,2020-03-30,defender
R2D2,665792.0,False,,2019-05-01,defender
MuZero (Res2 Adam),557200.75,False,,2021-04-13,defender
Ape-X,411943.5,False,,2018-03-02,defender
Reactor 500M,223025.0,False,,2017-04-15,defender
IMPALA (deep),185203.00,False,,2018-02-05,defender
IQN,53537,False,,2018-06-14,defender
QR-DQN-1,47887,False,,2017-10-27,defender
NoisyNet-Dueling,42253,False,,2017-06-30,defender
Duel noop,42214.0,False,,2015-11-20,defender
Prior+Duel noop,41324.5,False,,2015-11-20,defender
Prior+Duel hs,34415.0,False,,2015-11-20,defender
Persistent AL,32038.93,False,,2015-12-15,defender
Advantage Learning,30643.59,False,,2015-12-15,defender
MuZero,725853.90,False,,2019-11-19,zaxxon
Agent57,249808.9,False,,2020-03-30,zaxxon
R2D2,224910.7,False,,2019-05-01,zaxxon
MuZero (Res2 Adam),154131.86,False,,2021-04-13,zaxxon
Ape-X,42285.5,False,,2018-03-02,zaxxon
IMPALA (deep),32935.50,False,,2018-02-05,zaxxon
A3C FF hs,24622.0,False,,2016-02-04,zaxxon
A3C LSTM hs,23519.0,False,,2016-02-04,zaxxon
UCT,22610,False,,2012-07-19,zaxxon
IQN,21772,False,,2018-06-14,zaxxon
DreamerV2,18759,False,,2020-10-05,zaxxon
RIMs-PPO,15000,False,,,zaxxon
NoisyNet-Dueling,14874,False,,2017-06-30,zaxxon
DDQN+Pop-Art noop,14402.0,False,,2016-02-24,zaxxon
Prior+Duel noop,13886.0,False,,2015-11-20,zaxxon
QR-DQN-1,13112,False,,2017-10-27,zaxxon
Duel noop,12944.0,False,,2015-11-20,zaxxon
Bootstrapped DQN,11491.7,False,,2016-02-15,zaxxon
Prior+Duel hs,11320.0,False,,2015-09-22,zaxxon
C51 noop,10513.0,False,,2017-07-21,zaxxon
Prior noop,10469.0,False,,2015-11-18,zaxxon
Duel hs,10164.0,False,,2015-11-20,zaxxon
DDQN (tuned) noop,10163.0,False,,2015-11-20,zaxxon
Prior hs,9474.0,False,,2015-11-18,zaxxon
POP3D,9472,False,,2018-07-02,zaxxon
A2C + SIL,9164.2,False,,2018-06-14,zaxxon
Advantage Learning,9129.61,False,,2015-12-15,zaxxon
DDQN (tuned) hs,8593.0,False,,2015-09-22,zaxxon
ES FF (1 hour) noop,6380.0,False,,2017-03-10,zaxxon
Gorila,6159.4,False,,2015-07-15,zaxxon
DQN noop,5363.0,False,,2015-09-22,zaxxon
Nature DQN,4977.0,False,,,zaxxon
DQN hs,4412.0,False,,2015-09-22,zaxxon
Best Learner,3365.1,False,,2012-07-19,zaxxon
CGP,2980,False,,2018-06-14,zaxxon
A3C FF (1 day) hs,2659.0,False,,2016-02-04,zaxxon
SARSA,21.4,False,,,zaxxon
Agent57,2623.71,False,,2020-03-30,venture
Go-Explore,2281,False,,2020-04-27,venture
R2D2,1970.7,False,,2019-05-01,venture
RND,1859,False,,2018-10-30,venture
Ape-X,1813,False,,2018-03-02,venture
MuZero (Res2 Adam),1731.47,False,,2021-04-13,venture
C51 noop,1520.0,False,,2017-07-21,venture
IQN,1318,False,,2018-06-14,venture
DQNMMCe+SR,1241.8,False,,2018-07-31,venture
DDQN+Pop-Art noop,1172.0,False,,2016-02-24,venture
Sarsa-φ-EB,1169.2,False,,2017-06-25,venture
NoisyNet-Dueling,815,False,,2017-06-30,venture
ES FF (1 hour) noop,760.0,False,,2017-03-10,venture
Gorila,523.4,False,,2015-07-15,venture
Duel noop,497.0,False,,2015-11-20,venture
TRPO-hash,445.0,False,,2016-11-15,venture
Intrinsic Reward Agent,416,False,,2018-08-13,venture
Nature DQN,380.0,False,,,venture
Bootstrapped DQN,212.5,False,,2016-02-15,venture
Duel hs,200.0,False,,2015-11-20,venture
Advantage Learning,198.69,False,,2015-12-15,venture
DQN noop,163.0,False,,2015-09-22,venture
DQN hs,136.0,False,,2015-09-22,venture
DDQN (tuned) noop,98.0,False,,2015-11-20,venture
Prior hs,94.0,False,,2015-11-18,venture
DQN-PixelCNN,82.2,False,,2017-03-03,venture
Best Learner,66,False,,2012-07-19,venture
Prior noop,54.0,False,,2015-11-18,venture
Prior+Duel noop,48.0,False,,2015-11-20,venture
DQN-CTS,48.0,False,,2017-03-03,venture
QR-DQN-1,43.9,False,,2017-10-27,venture
POP3D,36.33,False,,2018-07-02,venture
Prior+Duel hs,29.0,False,,2015-09-22,venture
A3C LSTM hs,25.0,False,,2016-02-04,venture
A3C FF hs,23.0,False,,2016-02-04,venture
DDQN (tuned) hs,21.0,False,,2015-09-22,venture
A3C FF (1 day) hs,19.0,False,,2016-02-04,venture
SARSA,0.6,False,,,venture
MuZero,0.40,False,,2019-11-19,venture
MP-EB,0.0,False,,2015-07-03,venture
A3C-CTS,0.0,False,,2016-06-06,venture
Sarsa-ε,0.0,False,,2017-06-25,venture
IMPALA (deep),0.00,False,,2018-02-05,venture
A2C + SIL,0,False,,2018-06-14,venture
CGP,0,False,,2018-06-14,venture
DreamerV2,0,False,,2020-10-05,venture
Best Learner,0,False,,2012-07-19,skiing
Full Tree,0,False,,2012-07-19,skiing
IQN,-9289,False,,2018-06-14,skiing
MuZero,-29968.36,False,,2019-11-19,skiing
R2D2,-30021.7,False,,2019-05-01,skiing
IMPALA (deep),-10180.38,False,,2018-02-05,skiing
FQF,-9085.3,False,,2019-11-05,skiing
NoisyNet-Dueling,-7550,False,,2017-06-30,skiing
CGP,-9011,False,,2018-06-14,skiing
QR-DQN-1,-9324,False,,2017-10-27,skiing
Ape-X,-10789.9,False,,2018-03-02,skiing
Advantage Learning,-13264.51,False,,2015-12-15,skiing
Go-Explore,-3660,False,,2020-04-27,skiing
Agent57,-4202.6,False,,2020-03-30,skiing
DreamerV2,-9530,False,,2020-10-05,skiing
Recurrent Rational DQN Average,-23582,False,,2021-02-18,skiing
Rational DQN Average,-23487,False,,2021-02-18,skiing
MuZero (Res2 Adam),-30000,False,,2021-04-13,skiing
MuZero,74335.30,False,,2019-11-19,space invaders
Ape-X,54681,False,,2018-03-02,space invaders
Agent57,48680.86,False,,2020-03-30,space invaders
FQF,46498.3,False,,2019-11-05,space invaders
IMPALA (deep),43595.78,False,,2018-02-05,space invaders
R2D2,43223.4,False,,2019-05-01,space invaders
IQN,28888,False,,2018-06-14,space invaders
A3C LSTM hs,23846.0,False,,2016-02-04,space invaders
QR-DQN-1,20972,False,,2017-10-27,space invaders
A3C FF hs,15730.5,False,,2016-02-04,space invaders
Prior+Duel noop,15311.5,False,,2015-11-20,space invaders
Prior+Duel hs,8978.0,False,,2015-09-22,space invaders
Duel noop,6427.3,False,,2015-11-20,space invaders
Duel hs,5993.1,False,,2015-11-20,space invaders
NoisyNet-Dueling,5909,False,,2017-06-30,space invaders
C51 noop,5747.0,False,,2017-07-21,space invaders
Prior hs,3912.1,False,,2015-11-18,space invaders
MuZero (Res2 Adam),3645.63,False,,2021-04-13,space invaders
Advantage Learning,3460.79,False,,2015-12-15,space invaders
Persistent AL,3277.59,False,,2015-12-15,space invaders
A2C + SIL,2951.7,False,,2018-06-14,space invaders
Bootstrapped DQN,2893,False,,2016-02-15,space invaders
Prior noop,2865.8,False,,2015-11-18,space invaders
UCT,2718,False,,2012-07-19,space invaders
DDQN (tuned) hs,2628.7,False,,2015-09-22,space invaders
DDQN+Pop-Art noop,2589.7,False,,2016-02-24,space invaders
DDQN (tuned) noop,2525.5,False,,2015-11-20,space invaders
A3C FF (1 day) hs,2214.7,False,,2016-02-04,space invaders
DreamerV2,2112,False,,2020-10-05,space invaders
MFEC,1990,False,,2020-08-21,space invaders
Nature DQN,1976.0,False,,,space invaders
DQN noop,1692.3,False,,2015-09-22,space invaders
Recurrent Rational DQN Average,1395,False,,2021-02-18,space invaders
DQN hs,1293.8,False,,2015-09-22,space invaders
POP3D,1216.15,False,,2018-07-02,space invaders
Gorila,1183.3,False,,2015-07-15,space invaders
MAC,1173.1,False,,2017-09-01,space invaders
DQN Best,1075,False,,2013-12-19,space invaders
CGP,1001,False,,2018-06-14,space invaders
IDVQ + DRSC + XNES,830,False,,2018-06-04,space invaders
ES FF (1 hour) noop,678.5,False,,2017-03-10,space invaders
DDRL A3C,650,False,,2018-01-09,space invaders
DARQN soft,650,False,,2015-12-05,space invaders
Rational DQN Average,650,False,,2021-02-18,space invaders
SARSA,267.9,False,,,space invaders
Best Learner,250.1,False,,2012-07-19,space invaders
SAC,160.8,False,,2019-10-16,space invaders
Rainbow,12629.0,False,,2017-10-06,space invaders
RIMs-PPO,230324,False,,,demon attack
MuZero,143964.26,False,,2019-11-19,demon attack
MuZero (Res2 Adam),143838.04,False,,2021-04-13,demon attack
Agent57,143161.44,False,,2020-03-30,demon attack
R2D2,140002.3,False,,2019-05-01,demon attack
Ape-X,133086.4,False,,2018-03-02,demon attack
IMPALA (deep),132826.98,False,,2018-02-05,demon attack
C51 noop,130955.0,False,,2017-07-21,demon attack
IQN,128580,False,,2018-06-14,demon attack
QR-DQN-1,121551,False,,2017-10-27,demon attack
A3C LSTM hs,115201.9,False,,2016-02-04,demon attack
Reactor 500M,115154.0,False,,2017-04-15,demon attack
A3C FF hs,113308.4,False,,2016-02-04,demon attack
A3C FF (1 day) hs,84997.5,False,,2016-02-04,demon attack
Bootstrapped DQN,82610,False,,2016-02-15,demon attack
Prior+Duel hs,73371.3,False,,2015-09-22,demon attack
Prior+Duel noop,72878.6,False,,2015-11-20,demon attack
Prior noop,71846.4,False,,2015-11-18,demon attack
Persistent AL,70908.17,False,,2015-12-15,demon attack
DDQN (tuned) hs,69803.4,False,,2015-09-22,demon attack
NoisyNet-Dueling,69311,False,,2017-06-30,demon attack
DDQN+Pop-Art noop,63644.9,False,,2016-02-24,demon attack
Prior hs,61277.5,False,,2015-11-18,demon attack
POP3D,61147.33,False,,2018-07-02,demon attack
Duel noop,60813.3,False,,2015-11-20,demon attack
DDQN (tuned) noop,58044.2,False,,2015-11-20,demon attack
Duel hs,56322.8,False,,2015-11-20,demon attack
UCT,28158.8,False,,2012-07-19,demon attack
Advantage Learning,27153.48,False,,2015-12-15,demon attack
Gorila,14880.1,False,,2015-07-15,demon attack
DreamerV2,13208,False,,2020-10-05,demon attack
DQN hs,12550.7,False,,2015-09-22,demon attack
DQN noop,12149.4,False,,2015-09-22,demon attack
A2C + SIL,10140.5,False,,2018-06-14,demon attack
Nature DQN,9711.0,False,,,demon attack
CGP,2387,False,,2018-06-14,demon attack
ES FF (1 hour) noop,1166.5,False,,2017-03-10,demon attack
CURL,834,False,,2020-04-08,demon attack
Best Learner,520.5,False,,2012-07-19,demon attack
IDVQ + DRSC + XNES,325,False,,2018-06-04,demon attack
SARSA,0.0,False,,,demon attack
MuZero,476763.90,False,,2019-11-19,time pilot
R2D2,445377.3,False,,2019-05-01,time pilot
MuZero (Res2 Adam),424011.16,False,,2021-04-13,time pilot
Agent57,405425.31,False,,2020-03-30,time pilot
Ape-X,87085,False,,2018-03-02,time pilot
UCT,63854.5,False,,2012-07-19,time pilot
IMPALA (deep),48481.50,False,,2018-02-05,time pilot
A3C LSTM hs,27202.0,False,,2016-02-04,time pilot
DreamerV2,24752,False,,2020-10-05,time pilot
Rational DQN Average,17632,False,,2021-02-18,time pilot
NoisyNet-Dueling,17301,False,,2017-06-30,time pilot
Recurrent Rational DQN Average,13261,False,,2021-02-18,time pilot
A3C FF hs,12679.0,False,,2016-02-04,time pilot
IQN,12236,False,,2018-06-14,time pilot
CGP,12040,False,,2018-06-14,time pilot
Duel noop,11666.0,False,,2015-11-20,time pilot
A2C + SIL,10811.7,False,,2018-06-14,time pilot
QR-DQN-1,10345,False,,2017-10-27,time pilot
Prior noop,9197.0,False,,2015-11-18,time pilot
Bootstrapped DQN,9079.4,False,,2016-02-15,time pilot
Advantage Learning,8969.12,False,,2015-12-15,time pilot
DDQN (tuned) noop,8339.0,False,,2015-11-20,time pilot
C51 noop,8329.0,False,,2017-07-21,time pilot
Gorila,8267.8,False,,2015-07-15,time pilot
Prior+Duel noop,7553.0,False,,2015-11-20,time pilot
DDQN (tuned) hs,6608.0,False,,2015-09-22,time pilot
Duel hs,6601.0,False,,2015-11-20,time pilot
Prior hs,5963.0,False,,2015-11-18,time pilot
Nature DQN,5947.0,False,,,time pilot
A3C FF (1 day) hs,5825.0,False,,2016-02-04,time pilot
ES FF (1 hour) noop,4970.0,False,,2017-03-10,time pilot
Prior+Duel hs,4871.0,False,,2015-09-22,time pilot
DQN noop,4870.0,False,,2015-09-22,time pilot
DDQN+Pop-Art noop,4870.0,False,,2016-02-24,time pilot
DQN hs,4786.0,False,,2015-09-22,time pilot
IDVQ + DRSC + XNES,4600,False,,2018-06-04,time pilot
POP3D,3770.33,False,,2018-07-02,time pilot
Best Learner,3741.2,False,,2012-07-19,time pilot
SARSA,24.9,False,,,time pilot
MuZero,243401.10,False,,2019-11-19,ms pacman
MuZero (Res2 Adam),70659.76,False,,2021-04-13,ms pacman
Agent57,63994.44,False,,2020-03-30,ms pacman
R2D2,42281.7,False,,2019-05-01,ms pacman
UCT,22336,False,,2012-07-19,ms pacman
Ape-X,11255.2,False,,2018-03-02,ms pacman
MFEC,8530.4004,False,,2020-08-21,ms pacman
FQF,7631.9,False,,2019-11-05,ms pacman
IMPALA (deep),7342.32,False,,2018-02-05,ms pacman
Prior noop,6518.7,False,,2015-11-18,ms pacman
IQN,6349,False,,2018-06-14,ms pacman
Duel noop,6283.5,False,,2015-11-20,ms pacman
QR-DQN-1,5821,False,,2017-10-27,ms pacman
NoisyNet-Dueling,5546,False,,2017-06-30,ms pacman
DDQN+Pop-Art noop,4963.8,False,,2016-02-24,ms pacman
Advantage Learning,4065.8,False,,2015-12-15,ms pacman
A2C + SIL,4025.1,False,,2018-06-14,ms pacman
DreamerV2,3952,False,,2020-10-05,ms pacman
Persistent AL,3917.55,False,,2015-12-15,ms pacman
C51 noop,3415.0,False,,2017-07-21,ms pacman
Prior+Duel noop,3327.3,False,,2015-11-20,ms pacman
DQN noop,3085.6,False,,2015-09-22,ms pacman
Bootstrapped DQN,2983.3,False,,2016-02-15,ms pacman
DDQN (tuned) noop,2711.4,False,,2015-11-20,ms pacman
VPN,2689,False,,2017-07-11,ms pacman
CGP,2568,False,,2018-06-14,ms pacman
Nature DQN,2311.0,False,,,ms pacman
Duel hs,2250.6,False,,2015-11-20,ms pacman
Prior hs,1865.9,False,,2015-11-18,ms pacman
Best Learner,1691.8,False,,2012-07-19,ms pacman
POP3D,1683.87,False,,2018-07-02,ms pacman
CURL,1492.8,False,,2020-04-08,ms pacman
Gorila,1263.0,False,,2015-07-15,ms pacman
DDQN (tuned) hs,1241.3,False,,2015-09-22,ms pacman
SARSA,1227.0,False,,,ms pacman
DQN hs,1092.3,False,,2015-09-22,ms pacman
Prior+Duel hs,1007.8,False,,2015-09-22,ms pacman
A3C LSTM hs,850.7,False,,2016-02-04,ms pacman
SAC,690.9,False,,2019-10-16,ms pacman
A3C FF hs,653.7,False,,2016-02-04,ms pacman
A3C FF (1 day) hs,594.4,False,,2016-02-04,ms pacman
Rainbow,2570.2,False,,2017-10-06,ms pacman
Agent57,999997.63,False,,2020-03-30,seaquest
R2D2,999996.7,False,,2019-05-01,seaquest
MuZero,999976.52,False,,2019-11-19,seaquest
MuZero (Res2 Adam),999659.18,False,,2021-04-13,seaquest
Ape-X,392952.3,False,,2018-03-02,seaquest
C51 noop,266434.0,False,,2017-07-21,seaquest
Duel noop,50254.2,False,,2015-11-20,seaquest
Duel hs,37361.6,False,,2015-11-20,seaquest
IQN,30140,False,,2018-06-14,seaquest
Prior noop,26357.8,False,,2015-11-18,seaquest
Prior hs,25463.7,False,,2015-11-18,seaquest
NoisyNet-Dueling,16754,False,,2017-06-30,seaquest
DDQN (tuned) noop,16452.7,False,,2015-11-20,seaquest
DDQN (tuned) hs,14498.0,False,,2015-09-22,seaquest
Persistent AL,13230.74,False,,2015-12-15,seaquest
DDQN+Pop-Art noop,10932.3,False,,2016-02-24,seaquest
Gorila,10145.9,False,,2015-07-15,seaquest
Bootstrapped DQN,9083.1,False,,2016-02-15,seaquest
Advantage Learning,8670.5,False,,2015-12-15,seaquest
QR-DQN-1,8268,False,,2017-10-27,seaquest
Recurrent Rational DQN Average,7460,False,,2021-02-18,seaquest
DARQN soft,7263,False,,2015-12-05,seaquest
Rational DQN Average,6603,False,,2021-02-18,seaquest
DQN noop,5860.6,False,,2015-09-22,seaquest
DreamerV2,5735,False,,2020-10-05,seaquest
VPN,5628,False,,2017-07-11,seaquest
Nature DQN,5286.0,False,,,seaquest
UCT,5132.4,False,,2012-07-19,seaquest
DQN hs,4216.7,False,,2015-09-22,seaquest
A2C + SIL,2456.5,False,,2018-06-14,seaquest
A3C FF hs,2355.4,False,,2016-02-04,seaquest
A3C FF (1 day) hs,2300.2,False,,2016-02-04,seaquest
DDRL A3C,1832,False,,2018-01-09,seaquest
POP3D,1807.47,False,,2018-07-02,seaquest
IMPALA (deep),1753.20,False,,2018-02-05,seaquest
DQN Best,1740,False,,2013-12-19,seaquest
MAC,1703.4,False,,2017-09-01,seaquest
Prior+Duel hs,1431.2,False,,2015-09-22,seaquest
ES FF (1 hour) noop,1390.0,False,,2017-03-10,seaquest
A3C LSTM hs,1326.1,False,,2016-02-04,seaquest
Prior+Duel noop,931.6,False,,2015-11-20,seaquest
CGP,724,False,,2018-06-14,seaquest
SARSA,675.5,False,,,seaquest
Best Learner,664.8,False,,2012-07-19,seaquest
Discrete Latent Space World Model (VQ-VAE),635,False,,2020-10-12,seaquest
Rainbow+SEER,561.2,False,,2021-03-04,seaquest
CURL,408,False,,2020-04-08,seaquest
IDVQ + DRSC + XNES,320,False,,2018-06-04,seaquest
SAC,211.6,False,,2019-10-16,seaquest
MuZero,323417.18,False,,2019-11-19,riverraid
Ape-X,63864.4,False,,2018-03-02,riverraid
Agent57,63318.67,False,,2020-03-30,riverraid
R2D2,45632.1,False,,2019-05-01,riverraid
IMPALA (deep),29608.05,False,,2018-02-05,riverraid
FQF,23560.7,False,,2019-11-05,riverraid
Duel noop,21162.6,False,,2015-11-20,riverraid
